#Дата учета;Код бумаги;Наименование;Эмитент;ISIN;Рег. номер;Дата начала размещения
2020-05-08;RU000A100HH4;ГПБ (АО) БО 001Р-11Р;"Газпромбанк" (Акционерное общество);RU000A100HH4;4B021100354B001P;2019-07-01
2020-05-08;RU000A100HK8;ГПБ (АО) БО 002P-09;"Газпромбанк" (Акционерное общество);RU000A100HK8;4B020900354B002P;2019-07-15
2020-05-08;RU000A100HU7;Мобильные ТелеСистемы 001P-10;Публичное акционерное общество "Мобильные ТелеСистемы";RU000A100HU7;4B02-10-04715-A-001P;2019-07-03
2020-05-08;RU000A100HW3;С-Инновации БО-П01;Общество с ограниченной ответственностью "С-Инновации";RU000A100HW3;4B02-01-00452-R-001P;2019-07-03
2020-05-08;RU000A100HY9;РЖД ОАО БО 001Р-16R;Открытое акционерное общество "Российские железные дороги";RU000A100HY9;4B02-16-65045-D-001P;2019-07-04
2020-05-08;RU000A100J18;ДФФ ООО БО 001Р-02;Общество с ограниченной ответственностью "ДОМОДЕДОВО ФЬЮЭЛ ФАСИЛИТИС";RU000A100J18;4B02-02-00356-R-001P;2019-07-04
2020-05-08;RU000A100J34;Банк ВТБ (ПАО) Б-1-31;Банк ВТБ (публичное акционерное общество);RU000A100J34;4B023101000B001P;2019-07-05
2020-05-08;RU000A100JE7;Балтийский лизинг ООО БО-П02;общество с ограниченной ответственностью "Балтийский лизинг";RU000A100JE7;4B02-02-36442-R-001P;2019-07-08
2020-05-08;RU000A100JF4;Транснефть ПАО БО-001P-12;Публичное акционерное общество "Транснефть";RU000A100JF4;4B02-12-00206-A-001P;2019-07-09
2020-05-08;RU000A100JG2;Ломбард Мастер БО-П06;Общество с ограниченной ответственностью "Ломбард "Мастер";RU000A100JG2;4B02-06-36516-R-001P;2019-07-09
2020-05-08;RU000A100JH0;Ритейл Бел Финанс 01;Общество с ограниченной ответственностью "Ритейл Бел Финанс";RU000A100JH0;4-01-00482-R;2019-07-09
2020-05-08;RU000A100K31;Агрофирма Рубеж 001Р-01;Общество с ограниченной ответственностью "Агрофирма "Рубеж";RU000A100K31;4B02-01-00465-R-001P;2019-07-10
2020-05-08;RU000A100K49;КАМАЗ ПАО БО-П04;Публичное акционерное общество "КАМАЗ";RU000A100K49;4B02-04-55010-D-001P;2019-07-10
2020-05-08;RU000A100K64;АПРИ Флай Плэнинг АО БО-П02;Акционерное общество АПРИ "Флай Плэнинг";RU000A100K64;4B02-02-12464-K-001P;2019-07-10
2020-05-08;RU000A100K80;Сбербанк ПАО 001Р-SBER12;Публичное акционерное общество "Сбербанк России";RU000A100K80;4B0210601481B001P;2019-07-15
2020-05-08;RU000A100KL0;РУСАЛ Братск БО-001P-02;Публичное акционерное общество "РУСАЛ Братский алюминиевый завод";RU000A100KL0;4B02-02-20075-F-001P;2019-07-11
2020-05-08;RU000A100KQ9;СберИОС 001Р-110R 2Y LUX 5.2%;Публичное акционерное общество "Сбербанк России";RU000A100KQ9;4B0211001481B001P;2019-07-26
2020-05-08;RU000A100KS5;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П02;"МОСКОВСКИЙ КРЕДИТНЫЙ БАНК" (публичное акционерное общество);RU000A100KS5;4B020201978B001P;2019-07-15
2020-05-08;RU000A100KT3;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П03;"МОСКОВСКИЙ КРЕДИТНЫЙ БАНК" (публичное акционерное общество);RU000A100KT3;4B020301978B001P;2019-07-15
2020-05-08;RU000A100KU1;СберИОС 001Р-111R 1Y SX5E T-W;Публичное акционерное общество "Сбербанк России";RU000A100KU1;4B0211101481B001P;2019-07-30
2020-05-08;RU000A100KY3;ПАО НК Роснефть 002P-08;Публичное акционерное общество "Нефтяная компания "Роснефть";RU000A100KY3;4B02-08-00122-A-002P;2019-07-15
2020-05-08;RU000A100KZ0;СберИОС 001Р-112R 5Y ENTM 10.2;Публичное акционерное общество "Сбербанк России";RU000A100KZ0;4B0210901481B001P;2019-07-30
2020-05-08;RU000A100L14;ПАО ОТКРЫТИЕ ФК Банк БО-П05;Публичное акционерное общество Банк "Финансовая Корпорация Открытие";RU000A100L14;4B020502209B001P;2019-07-16
2020-05-08;RU000A100L48;СберИОС 001Р-113R 42M CDX 115%;Публичное акционерное общество "Сбербанк России";RU000A100L48;4B0211301481B001P;2019-07-16
2020-05-08;RU000A100L63;Белуга Групп ПАО БО-П02;Публичное акционерное общество "Белуга Групп";RU000A100L63;4B02-02-55052-E-001P;2019-07-17
2020-05-08;RU000A100LE3;Ламбумиз БО-П01;Закрытое акционерное общество "Ламбумиз";RU000A100LE3;4B02-01-09188-H-001P;2019-07-17
2020-05-08;RU000A100LL8;Газпром капитал ООО БО-001Р-02;Общество с ограниченной ответственностью "Газпром капитал";RU000A100LL8;4B02-02-36400-R-001P;2019-07-18
2020-05-08;RU000A100LN4;СберИОС 001Р-105R 4Y O.G. 103%;Публичное акционерное общество "Сбербанк России";RU000A100LN4;4B0210801481B001P;2019-07-18
2020-05-08;RU000A100LS3;ЕвроХим МХК АО БО-001Р-04;Акционерное общество "Минерально-химическая компания "ЕвроХим";RU000A100LS3;4B02-04-31153-H-001P;2019-07-18
2020-05-08;RU000A100LV7;ЕвроХим МХК АО БО-001Р-05;Акционерное общество "Минерально-химическая компания "ЕвроХим";RU000A100LV7;4B02-05-31153-H-001P;2019-07-19
2020-05-08;RU000A100M47;ДЭНИ КОЛЛ БО-01;Общество с ограниченной ответственностью "ДЭНИ КОЛЛ";RU000A100M47;4B02-01-00437-R;2019-07-23
2020-05-08;RU000A100ME1;АРАГОН ООО БО-П02;Общество с ограниченной ответственностью "АРАГОН";RU000A100ME1;4B02-02-00350-R-001P;2019-07-23
2020-05-08;RU000A100MG6;"Сэтл-Групп" ООО БО-001P-02;Общество с ограниченной ответственностью "Сэтл Групп";RU000A100MG6;4B02-02-36160-R-001P;2019-07-23
2020-05-08;RU000A100MV5;Автодор ГК БО-002Р-04;Государственная компания "Российские автомобильные дороги";RU000A100MV5;4B02-04-00011-T-002P;2019-07-26
2020-05-08;RU000A100MZ6;СберИОС 001Р-119R 12Y ЗПИФ;Публичное акционерное общество "Сбербанк России";RU000A100MZ6;4B0211601481B001P;2019-08-06
2020-05-08;RU000A100N12;АФК Система БО 001P-11;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "АКЦИОНЕРНАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ "СИСТЕМА";RU000A100N12;4B02-11-01669-A-001P;2019-07-29
2020-05-08;RU000A100N79;СберИОС 001Р-121R LKOH_asn 100;Публичное акционерное общество "Сбербанк России";RU000A100N79;4B0211701481B001P;2019-08-29
2020-05-08;RU000A100N87;СберИОС 001Р-122R 1Y USDRUB RA;Публичное акционерное общество "Сбербанк России";RU000A100N87;4B0211801481B001P;2019-08-19
2020-05-08;RU000A100NV3;СберИОС 001Р-116R 42m РуАк 102;Публичное акционерное общество "Сбербанк России";RU000A100NV3;4B0211901481B001P;2019-08-01
2020-05-08;RU000A100NY7;СберИОС 001Р-117R 42M CDX 115%;Публичное акционерное общество "Сбербанк России";RU000A100NY7;4B0212001481B001P;2019-08-02
2020-05-08;RU000A100P85;ЕвразХолдинг Финанс 002P-01R;Общество с ограниченной ответственностью "ЕвразХолдинг Финанс";RU000A100P85;4B02-01-36383-R-002P;2019-08-05
2020-05-08;RU000A100P93;Банк ВТБ (ПАО) Б-1-33;Банк ВТБ (публичное акционерное общество);RU000A100P93;4B023301000B001P;2019-08-05
2020-05-08;RU000A100PA2;СберИОС 001Р-118R 4Y O.G. 103%;Публичное акционерное общество "Сбербанк России";RU000A100PA2;4B0212101481B001P;2019-08-06
2020-05-08;RU000A100PB0;ГУП ЖКХ РС (Я) БО-01;Государственное унитарное предприятие "Жилищно-коммунальное хозяйство Республики Саха (Якутия)";RU000A100PB0;4B02-01-26004-R;2019-08-06
2020-05-08;RU000A100PE4;РЕСО-Лизинг ООО БО-П-06;Общество с ограниченной ответственностью "РЕСО-Лизинг";RU000A100PE4;4B02-06-36419-R-001P;2019-08-06
2020-05-08;RU000A100PM7;РСГ-Финанс БО-11;Общество с ограниченной ответственностью "РСГ-Финанс";RU000A100PM7;4B02-11-36399-R;2019-08-15
2020-05-08;RU000A100PQ8;АЛЬФА-БАНК АО БО 002Р-05;АКЦИОНЕРНОЕ ОБЩЕСТВО "АЛЬФА-БАНК";RU000A100PQ8;4B020501326B002P;2019-08-09
2020-05-08;RU000A100PS4;РСГ-Финанс БО-09;Общество с ограниченной ответственностью "РСГ-Финанс";RU000A100PS4;4B02-09-36399-R;2019-08-15
2020-05-08;RU000A100PW6;СберИОС 001Р-126R 2Y ESAA 5%;Публичное акционерное общество "Сбербанк России";RU000A100PW6;4B0212401481B001P;2019-08-27
2020-05-08;RU000A100PX4;СберИОС 001Р-123R 5Y DEF 10%;Публичное акционерное общество "Сбербанк России";RU000A100PX4;4B0212301481B001P;2019-08-30
2020-05-08;RU000A100Q19;Банк ВТБ (ПАО) Б-1-35;Банк ВТБ (публичное акционерное общество);RU000A100Q19;4B023501000B001P;2019-08-13
2020-05-08;RU000A100Q35;ПР-Лизинг ООО БО 001Р-03;Общество с ограниченной ответственностью "Лизинговая компания Простые решения";RU000A100Q35;4B02-03-00371-R-001P;2019-08-13
2020-05-08;RU000A100Q50;ГК Самолет БО-П05;публичное акционерное общество "Группа компаний "Самолет";RU000A100Q50;4B02-05-16493-A-001P;2019-08-13
2020-05-08;RU000A100Q76;Каскад 001Р-01;Общество с ограниченной ответственностью "Каскад";RU000A100Q76;4B02-01-00453-R-001P;2019-08-14
2020-05-08;RU000A100Q92;ЮАИЗ БО 1-002;Акционерное общество "Южноуральский арматурно-изоляторный завод";RU000A100Q92;4B02-02-34339-E-001P;2019-08-15
2020-05-08;RU000A100QR4;СФО СФИ 01;Общество с ограниченной ответственностью "Специализированное финансовое общество Социально-финансовая инфраструктура";RU000A100QR4;4-01-00439-R;2019-08-16
2020-05-08;RU000A100QV6;СберИОС 001Р-128R 1Y SX5E T-W;Публичное акционерное общество "Сбербанк России";RU000A100QV6;4B0212601481B001P;2019-08-30
2020-05-08;RU000A100QY0;Электрощит-Стройсистема БО-П01;Общество с ограниченной ответственностью "Электрощит-Стройсистема";RU000A100QY0;4B02-01-00427-R-001P;2019-08-20
2020-05-08;RU000A100R34;СберИОС 001Р-129R 42M CDX 115%;Публичное акционерное общество "Сбербанк России";RU000A100R34;4B0212701481B001P;2019-08-22
2020-05-08;RU000A100RG5;ЕвроХим МХК АО БО-001Р-06;Акционерное общество "Минерально-химическая компания "ЕвроХим";RU000A100RG5;4B02-06-31153-H-001P;2019-08-23
2020-05-08;RU000A100RQ4;ЭкономЛизинг 001Р-01;общество с ограниченной ответственностью "ЭкономЛизинг";RU000A100RQ4;4B02-01-00461-R-001P;2019-08-28
2020-05-08;RU000A100RR2;СберИОС 001Р-130R 4Y O.G. 103%;Публичное акционерное общество "Сбербанк России";RU000A100RR2;4B0213001481B001P;2019-08-27
2020-05-08;RU000A100RS0;ТЕХНО Лизинг 001P-02;Общество с ограниченной ответственностью "ТЕХНО Лизинг";RU000A100RS0;4B02-02-00455-R-001P;2019-08-28
2020-05-08;RU000A100S41;СберИОС 001Р-135R GAZP_asn 100;Публичное акционерное общество "Сбербанк России";RU000A100S41;4B0213201481B001P;2019-09-26
2020-05-08;RU000A100S58;СберИОС 001Р-136R 1Y EURUSD RA;Публичное акционерное общество "Сбербанк России";RU000A100S58;4B0213101481B001P;2019-09-19
2020-05-08;RU000A100SF5;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П04;"МОСКОВСКИЙ КРЕДИТНЫЙ БАНК" (публичное акционерное общество);RU000A100SF5;4B020401978B001P;2019-09-03
2020-05-08;RU000A100SS8;Банк ВТБ (ПАО) Б-1-26;Банк ВТБ (публичное акционерное общество);RU000A100SS8;4B022601000B001P;2019-09-05
2020-05-08;RU000A100SZ3;Почта России (АО) БО-001P-06;акционерное общество "Почта России";RU000A100SZ3;4B02-06-00005-T-001P;2019-09-05
2020-05-08;RU000A100T32;СберИОС 001Р-137R 2Y KIDS 4.5%;Публичное акционерное общество "Сбербанк России";RU000A100T32;4B0213501481B001P;2019-09-20
2020-05-08;RU000A100T81;ЮниМетрикс 01;Общество с ограниченной ответственностью "ЮниМетрикс";RU000A100T81;4-01-00402-R;2019-09-09
2020-05-08;RU000A100TB2;ПНППК 001P-01;Публичное акционерное общество "Пермская научно-производственная приборостроительная компания";RU000A100TB2;4B02-01-11698-E-001P;2019-09-10
2020-05-08;RU000A100TD8;Солид-Лизинг ООО БО-001-05;Общество с ограниченной ответственностью "Солид-Лизинг";RU000A100TD8;4B02-05-00330-R-001P;2019-09-11
2020-05-08;RU000A100TF3;РУСАЛ Братск БО-001P-03;Публичное акционерное общество "РУСАЛ Братский алюминиевый завод";RU000A100TF3;4B02-03-20075-F-001P;2019-09-12
2020-05-08;RU000A100TH9;РОСБАНК БО-002P-06;Публичное акционерное общество РОСБАНК;RU000A100TH9;4B020502272B002P;2019-09-12
2020-05-08;RU000A100TL1;Кузина БО-П01;Общество с ограниченной ответственностью "Кузина";RU000A100TL1;4B02-01-00480-R-001P;2019-09-16
2020-05-08;RU000A100TM9;СберИОС 001Р-140R 1Y UKX T-W;Публичное акционерное общество "Сбербанк России";RU000A100TM9;4B0213801481B001P;2019-09-30
2020-05-08;RU000A100TP2;СберИОС 001Р-146R 5Y ENTM 12;Публичное акционерное общество "Сбербанк России";RU000A100TP2;4B0213901481B001P;2019-09-30
2020-05-08;RU000A100TT4;БЭЛТИ-ГРАНД ООО БО-П02;Общество с ограниченной ответственностью "БЭЛТИ-ГРАНД";RU000A100TT4;4B02-02-00417-R-001P;2019-09-17
2020-05-08;RU000A100TU2;СберИОС 001Р-133R 42M CDX 100%;Публичное акционерное общество "Сбербанк России";RU000A100TU2;4B0214001481B001P;2019-09-17
2020-05-08;RU000A100TV0;СберИОС 001Р-134R 4Y O.G. 92%;Публичное акционерное общество "Сбербанк России";RU000A100TV0;4B0213401481B001P;2019-09-17
2020-05-08;RU000A100TW8;Банк ВТБ (ПАО) Б-1-39;Банк ВТБ (публичное акционерное общество);RU000A100TW8;4B023901000B001P;2019-09-17
2020-05-08;RU000A100TY4;Банк ВТБ (ПАО) Б-1-40;Банк ВТБ (публичное акционерное общество);RU000A100TY4;4B024001000B001P;2019-09-17
2020-05-08;RU000A100UG9;ХКФ Банк БО-06;Общество с ограниченной ответственностью "Хоум Кредит энд Финанс Банк";RU000A100UG9;4B020600316B;2019-09-20
2020-05-08;RU000A100UK1;СберИОС 001Р-147R 1Y КС КРД 5;Публичное акционерное общество "Сбербанк России";RU000A100UK1;4B0214101481B001P;2019-09-27
2020-05-08;RU000A100UP0;ИТЦ-Трейд БО-П01;Общество с ограниченной ответственностью "ИТЦ-Трейд";RU000A100UP0;4B02-01-00466-R-001P;2019-09-23
2020-05-08;RU000A100UT2;Почта России (АО) БО-001P-08;акционерное общество "Почта России";RU000A100UT2;4B02-08-00005-T-001P;2019-09-24
2020-05-08;RU000A100UU0;РН БАНК АО БО-001Р-06;Акционерное общество "РН Банк";RU000A100UU0;4B020600170B001P;2019-09-24
2020-05-08;RU000A100V38;НПП Моторные технологии001Р-01;Общество с ограниченной ответственностью Научно-производственное предприятие "Моторные технологии";RU000A100V38;4B02-01-00483-R-001P;2019-09-25
2020-05-08;RU000A100V46;ИКС 5 ФИНАНС 001P-06;Общество с ограниченной ответственностью "ИКС 5 ФИНАНС";RU000A100V46;4B02-06-36241-R-001P;2019-09-26
2020-05-08;RU000A100V61;Обувь России 001P-01;Общество с ограниченной ответственностью "Обувь России";RU000A100V61;4B02-01-00412-R-001P;2019-09-26
2020-05-08;RU000A100V79;Тинькофф Банк БО 001Р-03R;Акционерное общество "Тинькофф Банк";RU000A100V79;4B020302673B001P;2019-09-25
2020-05-08;RU000A100V87;СберИОС 001Р-150R IMOEX_asn 10;Публичное акционерное общество "Сбербанк России";RU000A100V87;4B0214701481B001P;2019-10-29
2020-05-08;RU000A100VB8;Сбербанк ПАО 001Р-SBER13;Публичное акционерное общество "Сбербанк России";RU000A100VB8;4B0214901481B001P;2019-09-27
2020-05-08;RU000A100VD4;Ай-Теко 001Р-01;Акционерное общество "Ай-Теко";RU000A100VD4;4B02-01-20488-H-001P;2019-09-26
2020-05-08;RU000A100VF9;СберИОС 001Р-151R 1Y USDRUB RA;Публичное акционерное общество "Сбербанк России";RU000A100VF9;4B0214801481B001P;2019-10-18
2020-05-08;RU000A100VG7;СУЭК-Финанс 001Р-03R;Общество с ограниченной ответственностью "СУЭК-Финанс";RU000A100VG7;4B02-03-36393-R-001P;2019-09-26
2020-05-08;RU000A100VQ6;ГМК Нор.никель БО-001P-01;Публичное акционерное общество "Горно-металлургическая компания "Норильский никель";RU000A100VQ6;4B02-01-40155-F-001P;2019-10-01
2020-05-08;RU000A100VR4;ГПБ (АО) БО 001Р-13Р;"Газпромбанк" (Акционерное общество);RU000A100VR4;4B021300354B001P;2019-09-30
2020-05-08;RU000A100VS2;Атомстройкомплекс 01;Общество с ограниченной ответственностью "Атомстройкомплекс-Строительство";RU000A100VS2;4-01-00313-R;2019-10-01
2020-05-08;RU000A100VT0;СберИОС 001Р-152R 2Y KIDS 4.5%;Публичное акционерное общество "Сбербанк России";RU000A100VT0;4B0215101481B001P;2019-10-17
2020-05-08;RU000A100VV6;СберИОС 001Р-153R 5Y DEF 10%;Публичное акционерное общество "Сбербанк России";RU000A100VV6;4B0215201481B001P;2019-10-17
2020-05-08;RU000A100VY0;ЭБИС БО-П01;Общество с ограниченной ответственностью "ЭБИС";RU000A100VY0;4B02-01-00360-R-001P;2019-10-01
2020-05-08;RU000A100W29;ЗАО ЛК Роделен БО 001Р-02;Закрытое акционерное общество Лизинговая компания "Роделен";RU000A100W29;4B02-02-19014-J-001P;2019-10-02
2020-05-08;RU000A100W52;СуперОкс БО-П01;Закрытое акционерное общество "СуперОкс";RU000A100W52;4B02-01-60537-H-001P;2019-10-02
2020-05-08;RU000A100W60;АО ЛК Европлан БО-03;Акционерное общество "Лизинговая компания "Европлан";RU000A100W60;4B02-03-56453-P;2019-10-03
2020-05-08;RU000A100WA8;Группа ЛСР ПАО БО 001Р-04;Публичное акционерное общество "Группа ЛСР";RU000A100WA8;4B02-04-55234-E-001P;2019-10-04
2020-05-08;RU000A100WC4;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 1P1;"МОСКОВСКИЙ КРЕДИТНЫЙ БАНК" (публичное акционерное общество);RU000A100WC4;4B020501978B001P;2019-10-04
2020-05-08;RU000A100WR2;Ультра БО-П01;Общество с ограниченной ответственностью "Ультра";RU000A100WR2;4B02-01-00481-R-001P;2019-10-10
2020-05-08;RU000A100WT8;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П05;"МОСКОВСКИЙ КРЕДИТНЫЙ БАНК" (публичное акционерное общество);RU000A100WT8;4B020601978B001P;2019-10-10
2020-05-08;RU000A100X36;СберИОС 001Р-156R 5Y ТКОМ 11%;Публичное акционерное общество "Сбербанк России";RU000A100X36;4B0215701481B001P;2019-10-31
2020-05-08;RU000A100X44;СберИОС 001Р-158R 1Y L3M К 4.5;Публичное акционерное общество "Сбербанк России";RU000A100X44;4B0215501481B001P;2019-10-29
2020-05-08;RU000A100X51;СберИОС 001Р-159R 2Y KIDS 4.5%;Публичное акционерное общество "Сбербанк России";RU000A100X51;4B0215401481B001P;2019-10-31
2020-05-08;RU000A100X69;Ренессанс Страхование 001P-01R;Акционерное общество "Группа Ренессанс Страхование";RU000A100X69;4B02-01-10601-Z-001P;2019-10-11
2020-05-08;RU000A100X77;Кредит Европа Банк АО 001Р-03;Акционерное общество "Кредит Европа Банк (Россия)";RU000A100X77;4B020303311B001P;2019-10-11
2020-05-08;RU000A100XA6;СберИОС 001Р-143R 42M CDX 100%;Публичное акционерное общество "Сбербанк России";RU000A100XA6;4B0214501481B001P;2019-10-15
2020-05-08;RU000A100XB4;СберИОС001Р-145R 4.5Y O.G.100%;Публичное акционерное общество "Сбербанк России";RU000A100XB4;4B0214401481B001P;2019-10-15
2020-05-08;RU000A100XC2;Полюс ПБО-01;Публичное акционерное общество "Полюс";RU000A100XC2;4B02-01-55192-E-001P;2019-10-14
2020-05-08;RU000A100XU4;РЕСО-Лизинг ООО БО-П-07;Общество с ограниченной ответственностью "РЕСО-Лизинг";RU000A100XU4;4B02-07-36419-R-001P;2019-10-18
2020-05-08;RU000A100Y01;Банк ВТБ (ПАО) Б-1-38;Банк ВТБ (публичное акционерное общество);RU000A100Y01;4B023801000B001P;2019-10-18
2020-05-08;RU000A100Y50;СУЭК-Финанс 001Р-04R;Общество с ограниченной ответственностью "СУЭК-Финанс";RU000A100Y50;4B02-04-36393-R-001P;2019-10-21
2020-05-08;RU000A100Y92;Банк ВТБ (ПАО) Б-1-45;Банк ВТБ (публичное акционерное общество);RU000A100Y92;4B024501000B001P;2019-10-22
2020-05-08;RU000A100YB2;СберИОС 001Р-160R 5Y ENTM 12;Публичное акционерное общество "Сбербанк России";RU000A100YB2;4B0215801481B001P;2019-10-31
2020-05-08;RU000A100YD8;Нафтатранс плюс ООО БО-02;Общество с ограниченной ответственностью Топливная Компания "Нафтатранс плюс";RU000A100YD8;4B02-02-00318-R;2019-10-23
2020-05-08;RU000A100YE6;ТрансКонтейнер ПБО-01;Публичное акционерное общество "Центр по перевозке грузов в контейнерах "ТрансКонтейнер";RU000A100YE6;4B02-01-55194-E-001P;2019-10-23
2020-05-08;RU000A100YF3;МЕТАЛЛОИНВЕСТ БО-03;Акционерное общество "Холдинговая компания "МЕТАЛЛОИНВЕСТ";RU000A100YF3;4B02-03-25642-H;2019-10-23
2020-05-08;RU000A100YG1;ГК Самолет БО-П07;публичное акционерное общество "Группа компаний "Самолет";RU000A100YG1;4B02-07-16493-A-001P;2019-10-23
2020-05-08;RU000A100YK3;КАМАЗ ПАО БО-П05;Публичное акционерное общество "КАМАЗ";RU000A100YK3;4B02-05-55010-D-001P;2019-10-23
2020-05-08;RU000A100YP2;АО им. Т.Г. Шевченко 001P-01;Акционерное общество им. Т.Г. Шевченко;RU000A100YP2;4B02-01-34127-E-001P;2019-10-24
2020-05-08;RU000A100YQ0;ПАО НК Роснефть 002P-09;Публичное акционерное общество "Нефтяная компания "Роснефть";RU000A100YQ0;4B02-09-00122-A-002P;2019-10-24
2020-05-08;RU000A100YR8;РОСНАНО АО БО-002P-03;акционерное общество "РОСНАНО";RU000A100YR8;4B02-03-55477-E-002P;2019-10-24
2020-05-08;RU000A100YT4;Экспобанк БО-02;Общество с ограниченной ответственностью "Экспобанк";RU000A100YT4;4B020202998B;2019-10-25
2020-05-08;RU000A100YU2;Акрон (ПАО) БО-001P-03;Публичное акционерное общество "Акрон";RU000A100YU2;4B02-03-00207-A-001P;2019-10-25
2020-05-08;RU000A100YW8;Тойота Банк БО-001P-03;Акционерное общество "Тойота Банк";RU000A100YW8;4B020303470B001P;2019-10-25
2020-05-08;RU000A100YY4;ДОМ.РФ Ипотечный агент 11-002P;Общество с ограниченной ответственностью "ДОМ.РФ Ипотечный агент";RU000A100YY4;4-11-00307-R-002P;2019-10-25
2020-05-08;RU000A100Z00;ДиректЛизинг БО 001P-04;Общество с ограниченной ответственностью "ДиректЛизинг";RU000A100Z00;4B02-04-00308-R-001P;2019-10-29
2020-05-08;RU000A100Z42;СберИОС 001Р-161R 1Y USDRUB RA;Публичное акционерное общество "Сбербанк России";RU000A100Z42;4B0216001481B001P;2019-11-18
2020-05-08;RU000A100Z59;СберИОС 001Р-164R IMOEX_a 100;Публичное акционерное общество "Сбербанк России";RU000A100Z59;4B0216101481B001P;2019-11-28
2020-05-08;RU000A100Z75;СберИОС 001Р-139R 5Y EC 115;Публичное акционерное общество "Сбербанк России";RU000A100Z75;4B0216301481B001P;2019-11-25
2020-05-08;RU000A100Z91;ГТЛК БО 001P-15;публичное акционерное общество "Государственная транспортная лизинговая компания";RU000A100Z91;4B02-15-32432-H-001P;2019-10-29
2020-05-08;RU000A100ZB9;ДОМ.РФ Ипотечный агент 10-002P;Общество с ограниченной ответственностью "ДОМ.РФ Ипотечный агент";RU000A100ZB9;4-10-00307-R-002P;2019-10-30
2020-05-08;RU000A100ZD5;МРСК Урала БО-04;Открытое акционерное общество "Межрегиональная распределительная сетевая компания Урала";RU000A100ZD5;4B02-04-32501-D;2019-10-30
2020-05-08;RU000A100ZF0;МРСК Урала БО-03;Открытое акционерное общество "Межрегиональная распределительная сетевая компания Урала";RU000A100ZF0;4B02-03-32501-D;2019-10-30
2020-05-08;RU000A100ZK0;Мобильные ТелеСистемы 001P-12;Публичное акционерное общество "Мобильные ТелеСистемы";RU000A100ZK0;4B02-12-04715-A-001P;2019-10-31
2020-05-08;RU000A100ZL8;Группа ЛСР ПАО БО 001Р-05;Публичное акционерное общество "Группа ЛСР";RU000A100ZL8;4B02-05-55234-E-001P;2019-10-31
2020-05-08;RU000A100ZP9;СберИОС 001Р-165R 2Y KIDS 4.5%;Публичное акционерное общество "Сбербанк России";RU000A100ZP9;4B0216201481B001P;2019-11-26
2020-05-08;RU000A100ZS3;Магнит ПАО БО-003Р-04;Публичное акционерное общество "Магнит";RU000A100ZS3;4B02-04-60525-P-003P;2019-11-05
2020-05-08;RU000A101012;АФК Система БО 001P-12;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "АКЦИОНЕРНАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ "СИСТЕМА";RU000A101012;4B02-12-01669-A-001P;2019-11-05
2020-05-08;RU000A1010A9;СберИОС 001Р-166R 6m DGTUSDRUB;Публичное акционерное общество "Сбербанк России";RU000A1010A9;4B0216401481B001P;2019-12-02
2020-05-08;RU000A1010B7;Транснефть ПАО БО-001P-13;Публичное акционерное общество "Транснефть";RU000A1010B7;4B02-13-00206-A-001P;2019-11-08
2020-05-08;RU000A1010M4;РЖД ОАО БО 001Р-17R;Открытое акционерное общество "Российские железные дороги";RU000A1010M4;4B02-17-65045-D-001P;2019-11-11
2020-05-08;RU000A1010U7;ГПБ (АО) БО 002P-11;"Газпромбанк" (Акционерное общество);RU000A1010U7;4B021100354B002P;2019-11-18
2020-05-08;RU000A1010X1;ИКС 5 ФИНАНС 001P-07;Общество с ограниченной ответственностью "ИКС 5 ФИНАНС";RU000A1010X1;4B02-07-36241-R-001P;2019-11-12
2020-05-08;RU000A1010Y9;СберИОС 001Р-162R 42M CDX 100%;Публичное акционерное общество "Сбербанк России";RU000A1010Y9;4B0216501481B001P;2019-11-12
2020-05-08;RU000A1010Z6;СберИОС 001Р-170R SBER_asn 100;Публичное акционерное общество "Сбербанк России";RU000A1010Z6;4B0216801481B001P;2019-11-19
2020-05-08;RU000A101103;СберИОС 001Р-163R 4.5Y OG 100%;Публичное акционерное общество "Сбербанк России";RU000A101103;4B0216701481B001P;2019-11-12
2020-05-08;RU000A101129;Россельхозбанк АО БО-01R-Р;Акционерное общество "Российский Сельскохозяйственный банк";RU000A101129;4B021503349B001P;2019-11-13
2020-05-08;RU000A101137;Газпром нефть БО 003Р-01R;Публичное акционерное общество "Газпром нефть";RU000A101137;4B02-01-00146-A-003P;2019-11-12
2020-05-08;RU000A101160;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П07;"МОСКОВСКИЙ КРЕДИТНЫЙ БАНК" (публичное акционерное общество);RU000A101160;4B020801978B001P;2019-11-13
2020-05-08;RU000A101178;АПРИ Флай Плэнинг АО БО-П03;Акционерное общество АПРИ "Флай Плэнинг";RU000A101178;4B02-03-12464-K-001P;2019-11-14
